       Аналоговые парамeтры:
 Кан.   Имя  Название
    6  HGRV Геометр. высота
  117    EG Откл. РСЗ глисс.

       Бинарные сигналы:
    Кан.   Имя  Название
   128-1  AGND Земля-воздух

        	AGND	HGRV	EG
 1:55:01	1	0,0	0,00
 1:55:02	1	0,0	0,00
 1:55:03	1	0,0	0,00
 1:55:04	1	0,0	0,00
 1:55:05	1	0,0	0,00
 1:55:06	1	0,0	0,00
 1:55:07	1	0,0	0,00
 1:55:08	1	0,0	0,00
 1:55:09	1	0,0	0,00
 1:55:10	1	0,0	0,00
 1:55:11	1	0,6	0,00
 1:55:12	1	0,0	0,00
 1:55:13	1	0,0	0,00
 1:55:14	1	2,7	0,00
 1:55:15	1	0,0	0,00
 1:55:16	1	0,0	0,00
 1:55:17	1	0,0	0,00
 1:55:18	1	0,0	0,00
 1:55:19	1	0,0	0,00
 1:55:20	1	0,0	0,00
 1:55:21	1	0,0	0,00
 1:55:22	1	0,6	0,00
 1:55:23	1	0,0	0,00
 1:55:24	1	0,0	0,00
 1:55:25	1	0,0	0,00
 1:55:26	1	0,3	0,00
 1:55:27	1	0,0	0,00
 1:55:28	1	0,0	0,00
 1:55:29	1	0,0	0,00
 1:55:30	1	0,0	0,00
 1:55:31	1	0,0	0,00
 1:55:32	1	0,0	0,00
 1:55:33	1	0,0	0,00
 1:55:34	1	0,0	0,00
 1:55:35	1	0,0	0,00
 1:55:36	1	0,0	0,00
 1:55:37	1	0,0	0,00
 1:55:38	1	0,0	0,00
 1:55:39	1	0,0	0,00
 1:55:40	1	0,0	0,00
 1:55:41	1	0,0	0,00
 1:55:42	1	0,0	0,00
 1:55:43	1	0,0	0,00
 1:55:44	1	0,0	0,00
 1:55:45	1	0,0	0,00
 1:55:46	1	0,0	0,00
 1:55:47	1	0,0	0,00
 1:55:48	1	0,0	0,00
 1:55:49	1	0,0	0,00
 1:55:50	1	0,0	0,00
 1:55:51	1	0,0	0,00
 1:55:52	1	0,0	0,00
 1:55:53	1	0,0	0,00
 1:55:54	1	0,0	0,00
 1:55:55	1	0,0	0,00
 1:55:56	1	0,0	0,00
 1:55:57	1	0,0	0,00
 1:55:58	1	0,0	0,00
 1:55:59	1	0,0	0,00
 1:56:00	1	0,0	0,00
 1:56:01	1	0,0	0,00
 1:56:02	1	0,0	0,00
 1:56:03	1	0,0	0,00
 1:56:04	1	0,0	0,00
 1:56:05	1	0,0	0,00
 1:56:06	1	0,0	0,00
 1:56:07	1	0,0	0,00
 1:56:08	1	0,0	0,00
 1:56:09	1	0,0	0,00
 1:56:10	1	0,0	0,00
 1:56:11	1	0,0	0,00
 1:56:12	1	0,0	0,00
 1:56:13	1	0,0	0,00
 1:56:14	1	0,0	0,00
 1:56:15	1	0,0	0,00
 1:56:16	1	0,0	0,00
 1:56:17	1	0,0	0,00
 1:56:18	1	0,0	0,00
 1:56:19	1	0,0	0,00
 1:56:20	1	0,0	0,00
 1:56:21	1	0,0	0,00
 1:56:22	1	0,0	0,00
 1:56:23	1	0,0	0,00
 1:56:24	1	0,0	0,00
 1:56:25	1	0,0	0,00
 1:56:26	1	0,0	0,00
 1:56:27	1	0,0	0,00
 1:56:28	1	0,0	0,00
 1:56:29	1	0,0	0,00
 1:56:30	1	0,0	0,00
 1:56:31	1	0,0	0,00
 1:56:32	1	0,0	0,00
 1:56:33	1	0,0	0,00
 1:56:34	1	0,0	0,00
 1:56:35	1	0,0	0,00
 1:56:36	1	0,0	0,00
 1:56:37	1	0,0	0,00
 1:56:38	1	0,0	0,00
 1:56:39	1	0,0	0,00
 1:56:40	1	0,0	0,00
 1:56:41	1	0,0	0,00
 1:56:42	1	0,0	0,00
 1:56:43	1	0,0	0,00
 1:56:44	1	0,0	0,00
 1:56:45	1	0,0	0,00
 1:56:46	1	0,0	0,00
 1:56:47	1	0,0	0,00
 1:56:48	1	0,0	0,00
 1:56:49	1	0,0	0,00
 1:56:50	1	0,0	0,00
 1:56:51	1	0,0	0,00
 1:56:52	1	0,0	0,00
 1:56:53	1	0,0	0,00
 1:56:54	1	0,0	0,00
 1:56:55	1	0,0	0,00
 1:56:56	1	0,0	0,00
 1:56:57	1	0,0	0,00
 1:56:58	1	0,0	0,00
 1:56:59	1	0,0	0,00
 1:57:00	1	0,0	0,00
 1:57:01	1	0,0	0,00
 1:57:02	1	0,0	0,00
 1:57:03	1	0,0	0,00
 1:57:04	1	0,0	0,00
 1:57:05	1	749,8	0,00
 1:57:06	1	749,8	0,00
 1:57:07	1	589,5	0,00
 1:57:08	1	0,0	0,00
 1:57:09	1	0,3	0,00
 1:57:10	1	0,3	0,00
 1:57:11	1	0,3	0,00
 1:57:12	1	0,0	0,00
 1:57:13	1	0,3	0,00
 1:57:14	1	0,3	0,00
 1:57:15	1	0,3	0,00
 1:57:16	1	0,3	0,00
 1:57:17	1	0,3	0,00
 1:57:18	1	0,3	0,00
 1:57:19	1	0,3	0,00
 1:57:20	1	0,3	0,00
 1:57:21	1	0,0	0,00
 1:57:22	1	0,3	0,00
 1:57:23	1	0,3	0,00
 1:57:24	1	0,3	0,00
 1:57:25	1	0,6	0,00
 1:57:26	1	0,3	0,00
 1:57:27	1	0,3	0,00
 1:57:28	1	0,3	0,00
 1:57:29	1	0,3	0,00
 1:57:30	1	0,3	0,00
 1:57:31	1	0,3	0,00
 1:57:32	1	0,0	0,00
 1:57:33	1	0,0	0,00
 1:57:34	1	0,3	0,00
 1:57:35	1	0,3	0,00
 1:57:36	1	0,3	0,00
 1:57:37	1	1,5	0,00
 1:57:38	1	0,3	0,00
 1:57:39	1	0,3	0,00
 1:57:40	1	0,3	0,00
 1:57:41	1	0,3	0,00
 1:57:42	1	0,0	0,00
 1:57:43	1	0,3	0,00
 1:57:44	1	0,3	0,00
 1:57:45	1	0,6	0,00
 1:57:46	1	0,6	0,00
 1:57:47	1	0,3	0,00
 1:57:48	1	0,0	0,00
 1:57:49	1	0,6	0,00
 1:57:50	1	0,3	0,00
 1:57:51	1	0,3	0,00
 1:57:52	1	0,3	0,00
 1:57:53	1	0,3	0,00
 1:57:54	1	0,3	0,00
 1:57:55	1	0,3	0,00
 1:57:56	1	0,3	0,00
 1:57:57	1	0,3	0,00
 1:57:58	1	0,3	0,00
 1:57:59	1	0,3	0,00
 1:58:00	1	0,3	0,00
 1:58:01	1	0,3	0,00
 1:58:02	1	0,0	0,00
 1:58:03	1	0,3	0,00
 1:58:04	1	0,3	0,00
 1:58:05	1	0,3	0,00
 1:58:06	1	0,3	0,00
 1:58:07	1	0,3	0,00
 1:58:08	1	0,6	0,00
 1:58:09	1	0,0	0,00
 1:58:10	1	0,3	0,00
 1:58:11	1	0,3	0,00
 1:58:12	1	0,0	0,00
 1:58:13	1	0,3	0,00
 1:58:14	1	0,3	0,00
 1:58:15	1	0,3	0,00
 1:58:16	1	0,3	0,00
 1:58:17	1	0,3	0,00
 1:58:18	1	0,0	0,00
 1:58:19	1	0,3	0,00
 1:58:20	1	0,3	0,00
 1:58:21	1	0,0	0,00
 1:58:22	1	0,3	0,00
 1:58:23	1	0,3	0,00
 1:58:24	1	0,3	0,00
 1:58:25	1	0,3	0,00
 1:58:26	1	0,3	0,00
 1:58:27	1	0,0	0,00
 1:58:28	1	0,3	0,00
 1:58:29	1	0,3	0,00
 1:58:30	1	0,3	0,00
 1:58:31	1	0,3	0,00
 1:58:32	1	0,3	0,00
 1:58:33	1	0,3	0,00
 1:58:34	1	0,3	0,00
 1:58:35	1	0,3	0,00
 1:58:36	1	1,8	0,00
 1:58:37	1	0,0	0,00
 1:58:38	1	0,3	0,00
 1:58:39	1	0,3	0,00
 1:58:40	1	0,6	0,00
 1:58:41	1	0,0	0,00
 1:58:42	1	0,3	0,00
 1:58:43	1	0,3	0,00
 1:58:44	1	0,6	0,00
 1:58:45	1	0,3	0,00
 1:58:46	1	0,3	0,00
 1:58:47	1	0,3	0,00
 1:58:48	1	0,3	0,00
 1:58:49	1	0,3	0,00
 1:58:50	1	0,3	0,00
 1:58:51	1	0,3	0,00
 1:58:52	1	0,6	0,00
 1:58:53	1	0,3	0,00
 1:58:54	1	0,3	0,00
 1:58:55	1	0,6	0,00
 1:58:56	1	0,6	0,00
 1:58:57	1	0,3	0,00
 1:58:58	1	0,3	0,00
 1:58:59	1	0,3	0,00
 1:59:00	1	0,3	0,00
 1:59:01	1	0,3	0,00
 1:59:02	1	0,3	0,00
 1:59:03	1	1,2	0,00
 1:59:04	1	0,3	0,00
 1:59:05	1	0,3	0,00
 1:59:06	1	0,3	0,00
 1:59:07	1	0,6	0,00
 1:59:08	1	0,3	0,00
 1:59:09	1	0,3	0,00
 1:59:10	1	0,3	0,00
 1:59:11	1	0,3	0,00
 1:59:12	1	0,3	0,00
 1:59:13	1	0,3	0,00
 1:59:14	1	0,3	0,00
 1:59:15	1	0,3	0,00
 1:59:16	1	0,3	0,00
 1:59:17	1	0,3	0,00
 1:59:18	1	0,3	0,00
 1:59:19	1	0,3	0,00
 1:59:20	1	0,3	0,00
 1:59:21	1	0,3	0,00
 1:59:22	1	0,3	0,00
 1:59:23	1	0,3	0,00
 1:59:24	1	0,3	0,00
 1:59:25	1	0,3	0,00
 1:59:26	1	0,3	0,00
 1:59:27	1	0,3	0,00
 1:59:28	1	0,3	0,00
 1:59:29	1	0,0	0,00
 1:59:30	1	0,3	0,00
 1:59:31	1	0,3	0,00
 1:59:32	1	0,3	0,00
 1:59:33	1	0,3	0,00
 1:59:34	1	0,3	0,00
 1:59:35	1	0,3	0,00
 1:59:36	1	0,3	0,00
 1:59:37	1	0,3	0,00
 1:59:38	1	0,3	0,00
 1:59:39	1	0,6	0,00
 1:59:40	1	0,3	0,00
 1:59:41	1	0,3	0,00
 1:59:42	1	0,3	0,00
 1:59:43	1	0,3	0,00
 1:59:44	1	0,3	0,00
 1:59:45	1	0,3	0,00
 1:59:46	1	0,3	0,00
 1:59:47	1	0,3	0,00
 1:59:48	1	0,3	0,00
 1:59:49	1	0,3	0,00
 1:59:50	1	0,3	0,00
 1:59:51	1	0,3	0,00
 1:59:52	1	0,3	0,00
 1:59:53	1	0,3	0,00
 1:59:54	1	0,3	0,00
 1:59:55	1	0,0	0,00
 1:59:56	1	0,3	0,00
 1:59:57	1	0,3	0,00
 1:59:58	1	0,0	0,00
 1:59:59	1	0,3	0,00
 2:00:00	1	0,3	0,00
 2:00:01	1	0,0	0,00
 2:00:02	1	0,3	0,00
 2:00:03	1	0,0	0,00
 2:00:04	1	0,3	0,00
 2:00:05	1	0,3	0,00
 2:00:06	1	0,3	0,00
 2:00:07	1	0,3	0,00
 2:00:08	1	0,3	0,00
 2:00:09	1	0,3	0,00
 2:00:10	1	0,3	0,00
 2:00:11	1	0,3	0,00
 2:00:12	1	0,3	0,00
 2:00:13	1	0,3	0,00
 2:00:14	1	0,6	0,00
 2:00:15	1	0,6	0,00
 2:00:16	1	0,3	0,00
 2:00:17	1	0,3	0,00
 2:00:18	1	0,6	0,00
 2:00:19	1	0,3	0,00
 2:00:20	1	0,3	0,00
 2:00:21	1	0,3	0,00
 2:00:22	1	0,9	0,00
 2:00:23	1	0,3	0,00
 2:00:24	1	0,3	0,00
 2:00:25	1	1,8	0,00
 2:00:26	1	0,3	0,00
 2:00:27	1	0,3	0,00
 2:00:28	1	0,3	0,00
 2:00:29	1	0,3	0,00
 2:00:30	1	0,3	0,00
 2:00:31	1	0,3	0,00
 2:00:32	1	0,3	0,00
 2:00:33	1	0,3	0,00
 2:00:34	1	0,3	0,00
 2:00:35	1	0,3	0,00
 2:00:36	1	0,0	0,00
 2:00:37	1	0,6	0,00
 2:00:38	1	0,3	0,00
 2:00:39	1	0,3	0,00
 2:00:40	1	0,3	0,00
 2:00:41	1	0,0	0,00
 2:00:42	1	0,0	0,00
 2:00:43	1	0,3	0,00
 2:00:44	1	0,6	0,00
 2:00:45	1	0,3	0,00
 2:00:46	1	0,3	0,00
 2:00:47	1	0,3	0,00
 2:00:48	1	0,3	0,00
 2:00:49	1	0,3	0,00
 2:00:50	1	0,0	0,00
 2:00:51	1	0,3	0,00
 2:00:52	1	0,3	0,00
 2:00:53	1	0,3	0,00
 2:00:54	1	0,3	0,00
 2:00:55	1	0,3	0,00
 2:00:56	1	0,3	0,00
 2:00:57	1	0,3	0,00
 2:00:58	1	0,3	0,00
 2:00:59	1	1,2	0,00
 2:01:00	1	0,3	0,00
 2:01:01	1	0,0	0,00
 2:01:02	1	0,3	0,00
 2:01:03	1	0,0	0,00
 2:01:04	1	0,0	0,00
 2:01:05	1	0,6	0,00
 2:01:06	1	0,3	0,00
 2:01:07	1	0,3	0,00
 2:01:08	1	0,3	0,00
 2:01:09	1	0,3	0,00
 2:01:10	1	0,0	0,00
 2:01:11	1	0,3	0,00
 2:01:12	1	0,3	0,00
 2:01:13	1	0,0	0,00
 2:01:14	1	0,3	0,00
 2:01:15	1	0,3	0,00
 2:01:16	1	0,3	0,00
 2:01:17	1	0,3	0,00
 2:01:18	1	0,3	0,00
 2:01:19	1	0,3	0,00
 2:01:20	1	0,6	0,00
 2:01:21	1	0,3	0,00
 2:01:22	1	0,3	0,00
 2:01:23	1	0,3	0,00
 2:01:24	1	0,3	0,00
 2:01:25	1	0,3	0,00
 2:01:26	1	0,3	0,00
 2:01:27	1	0,3	0,00
 2:01:28	1	0,3	0,00
 2:01:29	1	0,3	0,00
 2:01:30	1	0,3	0,00
 2:01:31	1	0,0	0,00
 2:01:32	1	0,3	0,00
 2:01:33	1	0,3	0,00
 2:01:34	1	0,3	0,00
 2:01:35	1	0,6	0,00
 2:01:36	1	0,3	0,00
 2:01:37	1	0,3	0,00
 2:01:38	1	0,3	0,00
 2:01:39	1	0,3	0,00
 2:01:40	1	0,3	0,00
 2:01:41	1	0,3	0,00
 2:01:42	1	0,3	0,00
 2:01:43	1	0,6	0,00
 2:01:44	1	0,3	0,00
 2:01:45	1	0,6	0,00
 2:01:46	1	1,8	0,00
 2:01:47	1	0,3	0,00
 2:01:48	1	0,3	0,00
 2:01:49	1	0,3	0,00
 2:01:50	1	0,3	0,00
 2:01:51	1	0,0	0,00
 2:01:52	1	0,3	0,00
 2:01:53	1	0,6	0,00
 2:01:54	1	0,6	0,00
 2:01:55	1	0,3	0,00
 2:01:56	1	0,3	0,00
 2:01:57	1	0,3	0,00
 2:01:58	1	0,6	0,00
 2:01:59	1	0,3	0,00
 2:02:00	1	0,3	0,00
 2:02:01	1	0,3	0,00
 2:02:02	1	0,3	0,00
 2:02:03	1	0,6	0,00
 2:02:04	1	0,3	0,00
 2:02:05	1	0,3	0,00
 2:02:06	1	0,3	0,00
 2:02:07	1	0,9	0,00
 2:02:08	1	0,3	0,00
 2:02:09	1	0,3	0,00
 2:02:10	1	0,3	0,00
 2:02:11	1	0,3	0,00
 2:02:12	1	0,3	0,00
 2:02:13	1	0,3	0,00
 2:02:14	1	0,0	0,00
 2:02:15	1	0,0	0,00
 2:02:16	1	0,3	0,00
 2:02:17	1	0,3	0,00
 2:02:18	1	0,3	0,00
 2:02:19	1	0,3	0,00
 2:02:20	1	0,3	0,00
 2:02:21	1	0,3	0,00
 2:02:22	1	0,9	0,00
 2:02:23	1	0,3	0,00
 2:02:24	1	0,3	0,00
 2:02:25	1	0,3	0,00
 2:02:26	1	0,6	0,00
 2:02:27	1	0,0	0,00
 2:02:28	1	0,3	0,00
 2:02:29	1	0,3	0,00
 2:02:30	1	0,3	0,00
 2:02:31	1	0,3	0,00
 2:02:32	1	0,3	0,00
 2:02:33	1	0,3	0,00
 2:02:34	1	0,3	0,00
 2:02:35	1	0,3	0,00
 2:02:36	1	0,3	0,00
 2:02:37	1	0,3	0,00
 2:02:38	1	0,3	0,00
 2:02:39	1	0,3	0,00
 2:02:40	1	0,3	0,00
 2:02:41	1	0,3	0,00
 2:02:42	1	0,3	0,00
 2:02:43	1	0,3	0,00
 2:02:44	1	0,3	0,00
 2:02:45	1	0,0	0,00
 2:02:46	1	0,3	0,00
 2:02:47	1	0,3	0,00
 2:02:48	1	0,3	0,00
 2:02:49	1	0,0	0,00
 2:02:50	1	0,3	0,00
 2:02:51	1	0,3	0,00
 2:02:52	1	0,3	0,00
 2:02:53	1	0,3	0,00
 2:02:54	1	0,0	0,00
 2:02:55	1	0,3	0,00
 2:02:56	1	0,3	0,00
 2:02:57	1	0,6	0,00
 2:02:58	1	0,3	0,00
 2:02:59	1	0,3	0,00
 2:03:00	1	0,3	0,00
 2:03:01	1	0,3	0,00
 2:03:02	1	0,3	0,00
 2:03:03	1	0,3	0,00
 2:03:04	1	0,3	0,00
 2:03:05	1	0,3	0,00
 2:03:06	1	0,3	0,00
 2:03:07	1	0,3	0,00
 2:03:08	1	0,3	0,00
 2:03:09	1	0,0	0,00
 2:03:10	1	0,3	0,00
 2:03:11	1	0,3	0,00
 2:03:12	1	0,3	0,00
 2:03:13	1	0,6	0,00
 2:03:14	1	0,3	0,00
 2:03:15	1	0,3	0,00
 2:03:16	1	0,3	0,00
 2:03:17	1	0,3	0,00
 2:03:18	1	0,0	0,00
 2:03:19	1	0,3	0,00
 2:03:20	1	0,3	0,00
 2:03:21	1	0,3	0,00
 2:03:22	1	0,6	0,00
 2:03:23	1	0,3	0,00
 2:03:24	1	0,3	0,00
 2:03:25	1	0,0	0,00
 2:03:26	1	0,0	0,00
 2:03:27	1	0,3	0,00
 2:03:28	1	0,3	0,00
 2:03:29	1	0,3	0,00
 2:03:30	1	0,3	0,00
 2:03:31	1	0,0	0,00
 2:03:32	1	1,5	0,00
 2:03:33	1	0,3	0,00
 2:03:34	1	0,3	0,00
 2:03:35	1	0,3	0,00
 2:03:36	1	0,3	0,00
 2:03:37	1	0,0	0,00
 2:03:38	1	0,3	0,00
 2:03:39	1	0,3	0,00
 2:03:40	1	0,3	0,00
 2:03:41	1	0,3	0,00
 2:03:42	1	0,3	0,00
 2:03:43	1	0,6	0,00
 2:03:44	1	0,0	0,00
 2:03:45	1	0,3	0,00
 2:03:46	1	0,3	0,00
 2:03:47	1	0,0	0,00
 2:03:48	1	0,3	0,00
 2:03:49	1	0,3	0,00
 2:03:50	1	0,3	0,00
 2:03:51	1	0,6	0,00
 2:03:52	1	0,0	0,00
 2:03:53	1	0,3	0,00
 2:03:54	1	0,3	0,00
 2:03:55	1	0,3	0,00
 2:03:56	1	0,3	0,00
 2:03:57	1	0,0	0,00
 2:03:58	1	0,3	0,00
 2:03:59	1	0,0	0,00
 2:04:00	1	0,3	0,00
 2:04:01	1	0,3	0,00
 2:04:02	1	0,3	0,00
 2:04:03	1	0,6	0,00
 2:04:04	1	0,3	0,00
 2:04:05	1	0,3	0,00
 2:04:06	1	0,3	0,00
 2:04:07	1	0,0	0,00
 2:04:08	1	0,3	0,00
 2:04:09	1	0,3	0,00
 2:04:10	1	0,3	0,00
 2:04:11	1	0,6	0,00
 2:04:12	1	0,3	0,00
 2:04:13	1	0,3	0,00
 2:04:14	1	0,6	0,00
 2:04:15	1	0,3	0,00
 2:04:16	1	0,0	0,00
 2:04:17	1	0,3	0,00
 2:04:18	1	0,3	0,00
 2:04:19	1	0,0	0,00
 2:04:20	1	0,3	0,00
 2:04:21	1	0,3	0,00
 2:04:22	1	0,3	0,00
 2:04:23	1	0,3	0,00
 2:04:24	1	0,6	0,00
 2:04:25	1	0,3	0,00
 2:04:26	1	0,3	0,00
 2:04:27	1	0,3	0,00
 2:04:28	1	0,3	0,00
 2:04:29	1	0,3	0,00
 2:04:30	1	0,3	0,00
 2:04:31	1	0,6	0,00
 2:04:32	1	0,3	0,00
 2:04:33	1	0,3	0,00
 2:04:34	1	0,3	0,00
 2:04:35	1	0,3	0,00
 2:04:36	1	0,3	0,00
 2:04:37	1	0,3	0,00
 2:04:38	1	0,0	0,00
 2:04:39	1	0,3	0,00
 2:04:40	1	0,3	0,00
 2:04:41	1	0,3	0,00
 2:04:42	1	0,3	0,00
 2:04:43	1	0,3	0,00
 2:04:44	1	0,3	0,00
 2:04:45	1	0,3	0,00
 2:04:46	1	0,3	0,00
 2:04:47	1	0,3	0,00
 2:04:48	1	0,0	0,00
 2:04:49	1	0,3	0,00
 2:04:50	1	0,3	0,00
 2:04:51	1	0,3	0,00
 2:04:52	1	0,3	0,00
 2:04:53	1	0,3	0,00
 2:04:54	1	0,3	0,00
 2:04:55	1	0,3	0,00
 2:04:56	1	0,3	0,00
 2:04:57	1	0,3	0,00
 2:04:58	1	0,3	0,00
 2:04:59	1	0,3	0,00
 2:05:00	1	0,3	0,00
 2:05:01	1	0,3	0,00
 2:05:02	1	0,3	0,00
 2:05:03	1	0,3	0,00
 2:05:04	1	0,3	0,00
 2:05:05	1	0,3	0,00
 2:05:06	1	0,3	0,00
 2:05:07	1	0,9	0,00
 2:05:08	1	0,3	0,00
 2:05:09	1	1,2	0,00
 2:05:10	1	0,3	0,00
 2:05:11	1	0,0	0,00
 2:05:12	1	0,3	0,00
 2:05:13	1	0,3	0,00
 2:05:14	1	0,3	0,00
 2:05:15	1	0,3	0,00
 2:05:16	1	0,3	0,00
 2:05:17	1	0,3	0,00
 2:05:18	1	0,3	0,00
 2:05:19	1	0,3	0,00
 2:05:20	1	0,3	0,00
 2:05:21	1	0,6	0,00
 2:05:22	1	0,6	0,00
 2:05:23	1	0,3	0,00
 2:05:24	1	0,3	0,00
 2:05:25	1	0,3	0,00
 2:05:26	1	0,3	0,00
 2:05:27	1	0,3	0,00
 2:05:28	1	0,3	0,00
 2:05:29	1	0,3	0,00
 2:05:30	1	0,0	0,00
 2:05:31	1	0,3	0,00
 2:05:32	1	0,3	0,00
 2:05:33	1	0,3	0,00
 2:05:34	1	0,3	0,00
 2:05:35	1	0,0	0,00
 2:05:36	1	0,3	0,00
 2:05:37	1	0,3	0,00
 2:05:38	1	0,0	0,00
 2:05:39	1	0,0	0,00
 2:05:40	1	0,3	0,00
 2:05:41	1	0,3	0,00
 2:05:42	1	0,3	0,00
 2:05:43	1	0,3	0,00
 2:05:44	1	0,3	0,00
 2:05:45	1	0,3	0,00
 2:05:46	1	0,3	0,00
 2:05:47	1	0,6	0,00
 2:05:48	1	0,3	0,00
 2:05:49	1	0,9	0,00
 2:05:50	1	0,3	0,00
 2:05:51	1	0,3	0,00
 2:05:52	1	0,3	0,00
 2:05:53	1	0,9	0,00
 2:05:54	1	0,3	0,00
 2:05:55	1	0,3	0,00
 2:05:56	1	0,3	0,00
 2:05:57	1	0,3	0,00
 2:05:58	1	0,3	0,00
 2:05:59	1	0,3	0,00
 2:06:00	1	0,3	0,00
 2:06:01	1	0,3	0,00
 2:06:02	1	0,3	0,00
 2:06:03	1	0,3	0,00
 2:06:04	1	0,3	0,00
 2:06:05	1	14,6	0,00
 2:06:06	1	0,3	0,00
 2:06:07	1	0,3	0,00
 2:06:08	1	0,3	0,00
 2:06:09	1	0,6	0,00
 2:06:10	1	0,3	0,00
 2:06:11	1	0,3	0,00
 2:06:12	1	0,3	0,00
 2:06:13	1	0,3	0,00
 2:06:14	1	0,3	0,00
 2:06:15	1	1,8	0,00
 2:06:16	1	0,3	0,00
 2:06:17	1	0,9	0,00
 2:06:18	1	0,3	0,00
 2:06:19	1	0,3	0,00
 2:06:20	1	0,3	0,00
 2:06:21	1	0,3	0,00
 2:06:22	1	0,3	0,00
 2:06:23	1	0,6	0,00
 2:06:24	1	0,3	0,00
 2:06:25	1	0,3	0,00
 2:06:26	1	0,3	0,00
 2:06:27	1	0,6	0,00
 2:06:28	1	0,0	0,00
 2:06:29	1	0,3	0,00
 2:06:30	1	0,3	0,00
 2:06:31	1	0,3	0,00
 2:06:32	1	0,3	0,00
 2:06:33	1	0,0	0,00
 2:06:34	1	0,3	0,00
 2:06:35	1	0,3	0,00
 2:06:36	1	0,0	0,00
 2:06:37	1	0,3	0,00
 2:06:38	1	1,8	0,00
 2:06:39	1	0,3	0,00
 2:06:40	1	0,3	0,00
 2:06:41	1	0,3	0,00
 2:06:42	1	0,0	0,00
 2:06:43	1	0,3	0,00
 2:06:44	1	0,3	0,00
 2:06:45	1	0,3	0,00
 2:06:46	1	0,3	0,00
 2:06:47	1	0,6	0,00
 2:06:48	1	0,0	0,00
